number_of_vehicles,number_of_casualties,hour,day_of_week,month,is_weekend,season,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow,hour_peak,precipitation_peak_interaction,low_visibility_proxy,actual_class_index,predicted_class_index,actual_class_label,predicted_class_label
2,1,22,2,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,11,3,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,17,6,1,1,0,3.0,0.5,27.0,11.7,10.6,9.6,0.2,101810.0,0,1,0.2,0,2,1,Fatal,Serious
2,1,17,3,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,21,4,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,17,3,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,18,5,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
3,2,16,6,8,1,2,7.0,0.7,123.0,18.0,14.8,11.6,0.0,101680.0,0,1,0.0,1,1,2,Serious,Fatal
2,1,11,3,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,16,3,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,1,13,2,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,5,5,5,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
2,2,6,2,6,0,2,8.0,4.5,249.0,16.5,14.6,12.7,5.0,101570.0,0,0,0.0,0,1,2,Serious,Fatal
3,2,14,0,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,4,5,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
3,1,17,3,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,14,6,11,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,20,2,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
3,1,16,1,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,2,16,0,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
3,1,13,6,8,1,2,7.0,0.7,123.0,18.0,14.8,11.6,0.0,101680.0,0,0,0.0,1,2,0,Fatal,Slight
2,1,12,6,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,17,1,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,2,11,5,12,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,21,3,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,12,3,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,1,3,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,2,7,6,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,5,4,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,11,4,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,10,6,12,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,17,2,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,2,5,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,0,2,Slight,Fatal
3,2,16,2,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,2,5,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,10,3,12,0,0,7.0,0.0,25.0,7.5,6.0,4.5,9.0,100000.0,0,0,0.0,1,1,2,Serious,Fatal
1,1,15,1,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,6,0,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
4,4,11,5,7,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,2,2,6,4,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,0,4,7,0,2,6.0,0.4,122.0,19.7,16.0,12.4,0.0,101960.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,14,0,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,12,3,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
2,2,8,0,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,0,Serious,Slight
2,1,16,5,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,2,9,3,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,2,19,6,1,1,0,7.0,1.4,32.0,9.1,7.8,6.5,0.0,103380.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,17,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,19,4,8,0,2,2.0,6.2,232.0,36.5,26.2,16.0,0.0,101780.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,22,0,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,2,19,0,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
2,2,21,0,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,11,1,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,18,3,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,1,21,1,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,9,0,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,17,0,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,1,20,5,3,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,17,1,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,11,3,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,15,3,9,0,3,7.0,3.6,136.0,22.5,19.0,15.5,1.0,101560.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,22,6,4,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,1,15,2,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,17,1,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,21,1,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,16,4,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,11,4,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,17,4,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
3,1,7,1,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,14,3,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,1,0,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,9,0,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,16,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,5,19,1,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,17,4,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,17,5,11,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,0,3,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
2,1,15,3,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,1,21,5,1,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,13,5,5,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,2,13,4,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,4,22,5,12,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,17,1,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,3,21,1,6,0,2,1.0,15.9,402.0,28.6,20.2,11.9,0.0,102370.0,0,0,0.0,0,1,2,Serious,Fatal
2,2,18,5,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,21,1,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,6,0,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,22,0,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,8,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,2,8,2,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,19,0,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,3,23,5,10,1,3,7.0,2.7,75.0,12.6,11.1,9.6,0.0,102270.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,13,1,6,0,2,7.0,1.9,211.0,19.6,16.2,12.9,0.6,100760.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,7,6,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,5,12,0,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,21,3,7,0,2,7.0,10.6,325.0,26.6,20.0,13.4,0.0,101680.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,8,4,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,18,0,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,19,0,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,17,5,1,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
3,3,17,2,9,0,3,5.0,3.5,150.0,22.4,18.4,14.4,0.0,102350.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,16,3,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,15,4,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,19,6,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,0,5,11,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,3,10,6,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,14,6,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,1,12,1,6,0,2,7.0,1.9,211.0,19.6,16.2,12.9,0.6,100760.0,0,0,0.0,0,2,1,Fatal,Serious
3,4,22,0,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,0,2,Slight,Fatal
2,1,22,5,4,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,23,2,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,11,1,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,18,2,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,13,4,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
3,3,15,2,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,6,0,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,16,5,7,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,2,15,6,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,7,3,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,2,12,5,5,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,13,3,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,0,5,3,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,21,3,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,7,1,2,0,0,5.0,1.0,49.0,9.5,6.7,4.0,0.0,102030.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,14,1,11,0,3,7.0,0.9,33.0,12.5,10.2,8.0,0.0,101840.0,0,0,0.0,1,2,1,Fatal,Serious
2,1,11,1,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,13,6,3,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,14,6,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,6,1,10,0,3,5.0,3.7,124.0,17.5,14.2,10.9,0.0,99780.0,0,0,0.0,0,1,2,Serious,Fatal
2,2,11,5,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,20,0,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,16,3,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,8,1,6,0,2,4.0,8.6,299.0,25.0,19.3,13.6,0.2,101440.0,0,1,0.2,0,1,2,Serious,Fatal
2,2,19,1,8,0,2,1.0,12.8,297.0,35.7,28.4,21.2,0.0,101400.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,11,2,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,1,17,3,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,20,3,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,11,0,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,1,19,2,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,19,1,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
4,1,8,1,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,1,19,4,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
3,2,15,5,4,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,4,5,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
3,4,17,5,9,1,3,4.0,6.2,164.0,13.6,10.1,6.6,0.0,101110.0,0,1,0.0,0,1,2,Serious,Fatal
2,2,14,2,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,11,4,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,9,4,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,2,16,5,4,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,1,11,6,11,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,17,2,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,8,5,3,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,16,6,2,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,13,2,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,10,4,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
3,1,23,4,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,10,4,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,14,0,8,0,2,7.0,2.5,134.0,18.5,13.3,8.1,0.0,102190.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,3,4,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,18,1,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,17,4,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,18,5,5,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,22,4,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,13,1,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,2,0,5,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,2,11,3,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,5,1,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
3,2,15,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,20,5,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,13,3,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,0,6,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,2,22,2,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,0,3,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,3,1,3,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,7,3,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,2,6,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
3,2,17,6,4,1,1,1.0,12.1,316.0,20.6,12.4,4.2,0.0,101240.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,20,1,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,9,0,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,10,5,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,1,8,1,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,6,0,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,6,0,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,0,1,Slight,Serious
3,1,16,4,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,2,0,6,5,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,8,8,3,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,23,5,9,1,3,5.0,5.5,184.0,22.7,17.5,12.4,0.0,101870.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,17,3,6,0,2,1.0,15.7,389.0,33.5,25.9,18.4,0.0,101560.0,0,1,0.0,0,2,0,Fatal,Slight
2,1,17,5,6,1,2,5.0,11.6,321.0,21.5,18.4,15.4,0.8,100510.0,0,1,0.8,0,2,1,Fatal,Serious
2,1,14,5,12,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,22,5,11,1,3,7.0,0.0,27.0,12.6,11.1,9.6,0.2,102720.0,0,0,0.0,1,1,2,Serious,Fatal
1,1,17,3,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,11,3,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,10,0,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
2,1,11,6,11,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,12,4,10,0,3,3.0,1.4,81.0,15.1,10.6,6.2,2.0,101860.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,21,4,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,3,8,1,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
